"ID","Race","Gender","Afqt80","Afqt89","Afqt_06","Voted","PolitAffil","PolitStrength","ClosestParty","FollowsPolit","FedGovActsForPpl","label","Afqt06","Polit_Strength","Follows_Polit","Polit_Affil","Closest_Party","Intell","Strength","Orientation"
"171","3","1","85","80","82207","0.718201162","3",".","3","1","4","RACL/ETHNIC COHORT /SCRNR 79","82.207",".","1.3445155243",".","0","82.207","1.0313583431","0"
"172","3","2","1","1","1230","-1.600838954","3",".","0","4","3","RACL/ETHNIC COHORT /SCRNR 79","1.23",".","-1.157831463",".",".","1.23","-1.379335208","."
"173","3","1","60","56","71044",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","71.044",".",".",".",".","71.044",".","."
"174","1","2","48","57","47279","0.718201162","1","2",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","47.279","-1.200377928","0.510399862","-1",".","47.279","0.0094076986","-1"
"175","3","2",".",".",".","-1.600838954","5",".","4","4",".","RACL/ETHNIC COHORT /SCRNR 79",".",".","-1.157831463","0","0",".","-1.379335208","0"
"176","3","2","89","85","82495",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","82.495",".",".",".",".","82.495",".","."
"177","3","1","49","48","51881",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","51.881",".",".",".",".","51.881",".","."
"178","3","1","91","82","77068","0.718201162","2","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","77.068","0.8329071367","1.3445155243","1",".","77.068","0.965207941","1"
"179","3","2","43","42","30455","0.718201162","2","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","30.455","-1.200377928","-1.157831463","1",".","30.455","-0.54666941","1"
"180","3","2","90","84","88334",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","88.334",".",".",".",".","88.334",".","."
"181","3","1",".",".",".","0.718201162","2","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79",".","-1.200377928","0.510399862","1",".",".","0.0094076986","1"
"182","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"183","3","2","48","57","49623","0.718201162","2","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","49.623","-1.200377928","0.510399862","1",".","49.623","0.0094076986","1"
"184","3","2","60","62","59078","0.718201162","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","59.078","-1.200377928","0.510399862","1",".","59.078","0.0094076986","1"
"185","3","1","35","48","77155",".","5",".","2","4",".","RACL/ETHNIC COHORT /SCRNR 79","77.155",".","-1.157831463","0","-1","77.155","-1.157831463","-0.5"
"186","3","2","87","78","81515","0.718201162","1","2",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","81.515","-1.200377928","0.510399862","-1",".","81.515","0.0094076986","-1"
"187","3","1","37","42","58788",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","58.788",".",".",".",".","58.788",".","."
"188","3","2","18","18","11983","-1.600838954","5",".","4","4","4","RACL/ETHNIC COHORT /SCRNR 79","11.983",".","-1.157831463","0","0","11.983","-1.379335208","0"
"189","3","1","55","65","59286","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","59.286","-1.200377928","0.510399862","-1",".","59.286","0.0094076986","-1"
"190","3","2","59","73","73636","0.718201162","3",".","2","1","4","RACL/ETHNIC COHORT /SCRNR 79","73.636",".","1.3445155243",".","-1","73.636","1.0313583431","-1"
"191","3","1","74","73","89270","0.718201162","3",".","2","1","4","RACL/ETHNIC COHORT /SCRNR 79","89.27",".","1.3445155243",".","-1","89.27","1.0313583431","-1"
"192","3","2","65","72","80480","0.718201162","2","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","80.48","-1.200377928","0.510399862","1",".","80.48","0.0094076986","1"
"193","3","1","54","65","45527","-0.05481221","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","45.527","-1.200377928","-0.3237158","-1",".","45.527","-0.526301979","-1"
"194","3","1","49","53","68738",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","68.738",".",".",".",".","68.738",".","."
"195","3","1","94","90","87917","-1.600838954","2","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","87.917","-1.200377928","-0.3237158","1",".","87.917","-1.041644227","1"
"196","3","1","93","91","95117",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","95.117",".",".",".",".","95.117",".","."
"197","3","2","18","15","17107","-1.600838954","2","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","17.107","0.8329071367","1.3445155243","1",".","17.107","0.1921945691","1"
"198","3","1","63","63","64239","0.718201162","3",".","2","2","4","RACL/ETHNIC COHORT /SCRNR 79","64.239",".","0.510399862",".","-1","64.239","0.614300512","-1"
"199","3","1","25","24","19225","-1.600838954","2","1",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","19.225","0.8329071367","-1.157831463","1",".","19.225","-0.641921093","1"
"200","3","2","25","24","27551","0.718201162","0",".","1","1","4","RACL/ETHNIC COHORT /SCRNR 79","27.551",".","1.3445155243",".","1","27.551","1.0313583431","1"
"201","3","1","98","95","86603","-1.600838954","3",".","3","2","4","RACL/ETHNIC COHORT /SCRNR 79","86.603",".","0.510399862",".","0","86.603","-0.545219546","0"
"202","3","1","73","75","73184","0.718201162","3",".","2","1","2","RACL/ETHNIC COHORT /SCRNR 79","73.184",".","1.3445155243",".","-1","73.184","1.0313583431","-1"
"203","1","2","29","18","13970",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.97",".",".",".",".","13.97",".","."
"204","1","2","22","22","17136",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.136",".",".",".",".","17.136",".","."
"205","1","2","6","4","5082","-0.05481221","1","2",".","2",".","RACL/ETHNIC COHORT /SCRNR 79","5.082","-1.200377928","0.510399862","-1",".","5.082","-0.248263425","-1"
"206","3","1","23","18","26440",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.44",".",".",".",".","26.44",".","."
"207","3","1","15","14","25802","0.718201162","2","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","25.802","-1.200377928","-1.157831463","1",".","25.802","-0.54666941","1"
"208","3","2","22","18","10352",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","10.352",".",".",".",".","10.352",".","."
"209","3","1","69","66","49080",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.08",".",".",".",".","49.08",".","."
"210","3","1","50","53","59040","0.718201162","2","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","59.04","-1.200377928","-1.157831463","1",".","59.04","-0.54666941","1"
"211","3","2","59","64","74988","-0.827825582","3",".","1","4","4","RACL/ETHNIC COHORT /SCRNR 79","74.988",".","-1.157831463",".","1","74.988","-0.992828522","1"
"212","3","1","54","64","57814","-0.827825582","3",".","3","4","5","RACL/ETHNIC COHORT /SCRNR 79","57.814",".","-1.157831463",".","0","57.814","-0.992828522","0"
"213","3","1","99","99","99460","0.718201162","1","1",".","2","2","RACL/ETHNIC COHORT /SCRNR 79","99.46","0.8329071367","0.510399862","-1",".","99.46","0.6871693869","-1"
"214","3","1","52","54","79883","0.718201162","1","2",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","79.883","-1.200377928","1.3445155243","-1",".","79.883","0.2874462527","-1"
"215","3","1","50","56","66226",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","66.226",".",".",".",".","66.226",".","."
"216","3","2",".",".",".","-1.600838954","2","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79",".","0.8329071367","0.510399862","1",".",".","-0.085843985","1"
"217","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"218","3","1","84","93","81447","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","81.447","-1.200377928","0.510399862","-1",".","81.447","0.0094076986","-1"
"219","3","2","65","63","60012","0.718201162","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","60.012","-1.200377928","-0.3237158","-1",".","60.012","-0.268630856","-1"
"220","3","2","89","89","89381","-1.600838954","2","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","89.381","-1.200377928","-1.157831463","1",".","89.381","-1.319682781","1"
"221","2","2","1","2","5315","0.718201162","1","1",".","5","5","RACL/ETHNIC COHORT /SCRNR 79","5.315","0.8329071367","-1.991947125","-1",".","5.315","-0.146946275","-1"
"222","2","1","1","1","787","-1.600838954","3",".","4","3","2","RACL/ETHNIC COHORT /SCRNR 79","0.787",".","-0.3237158",".","0","0.787","-0.962277377","0"
"223","2","1","3","3","9190","0.718201162","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","9.19","0.8329071367","1.3445155243","-1",".","9.19","0.965207941","-1"
"224","2","2","14","15","13326","-0.827825582","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","13.326","-1.200377928","-1.157831463","-1",".","13.326","-1.062011658","-1"
"225","1","1","1","2","2604",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.604",".",".",".",".","2.604",".","."
"226","1","1","12","16","25781",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.781",".",".",".",".","25.781",".","."
"227","2","2","7","7","6599","-1.600838954","1","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","6.599","-1.200377928","0.510399862","-1",".","6.599","-0.763605673","-1"
"228","1","2","4","2","2739","-1.600838954","5",".","4","3","3","RACL/ETHNIC COHORT /SCRNR 79","2.739",".","-0.3237158","0","0","2.739","-0.962277377","0"
"229","3","2","40","38","52042","0.718201162","0",".","1","1","3","RACL/ETHNIC COHORT /SCRNR 79","52.042",".","1.3445155243",".","1","52.042","1.0313583431","1"
"230","3","1","28","29","34084","0.718201162","1","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","34.084","0.8329071367","0.510399862","-1",".","34.084","0.6871693869","-1"
"231","3","2","42","42","36443","0.718201162","0",".","1","4","4","RACL/ETHNIC COHORT /SCRNR 79","36.443",".","-1.157831463",".","1","36.443","-0.21981515","1"
"232","3","1","51","55","55780","-0.827825582","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","55.78","-1.200377928","-0.3237158","-1",".","55.78","-0.783973103","-1"
"233","3","1","19","19","31472","0.718201162","2","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","31.472","-1.200377928","-1.157831463","1",".","31.472","-0.54666941","1"
"234","3","1","31","27","35461","-1.600838954","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","35.461","0.8329071367","0.510399862","-1",".","35.461","-0.085843985","-1"
"235","3","1","52","62","61313","0.718201162","2","1",".","1","4","RACL/ETHNIC COHORT /SCRNR 79","61.313","0.8329071367","1.3445155243","1",".","61.313","0.965207941","1"
"236","3","2","69","63","71673","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","71.673","-1.200377928","0.510399862","-1",".","71.673","0.0094076986","-1"
"237","3","2","74","67","64751","-0.827825582","1","1",".","1","5","RACL/ETHNIC COHORT /SCRNR 79","64.751","0.8329071367","1.3445155243","-1",".","64.751","0.4498656931","-1"
"238","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"239","3","2","7","10","13294","-1.600838954","1","2",".","5","5","RACL/ETHNIC COHORT /SCRNR 79","13.294","-1.200377928","-1.991947125","-1",".","13.294","-1.597721336","-1"
"240","3","2","46","46","50483","0.718201162","2","1",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","50.483","0.8329071367","-0.3237158","1",".","50.483","0.4091308328","1"
"241","3","1","11","17","22027",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","22.027",".",".",".",".","22.027",".","."
"242","3","2","32","35","30481","-1.600838954","3",".","3","3","3","RACL/ETHNIC COHORT /SCRNR 79","30.481",".","-0.3237158",".","0","30.481","-0.962277377","0"
"243","3","1","71","74","62957","-0.827825582","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","62.957","-1.200377928","-1.157831463","-1",".","62.957","-1.062011658","-1"
"244","3","2","80","79","73828","0.718201162","2","1",".","3","2","RACL/ETHNIC COHORT /SCRNR 79","73.828","0.8329071367","-0.3237158","1",".","73.828","0.4091308328","1"
"245","3","2","89","85","81929","0.718201162","5",".","4","4","4","RACL/ETHNIC COHORT /SCRNR 79","81.929",".","-1.157831463","0","0","81.929","-0.21981515","0"
"246","3","1","64","80","82913",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","82.913",".",".",".",".","82.913",".","."
"247","3","1","63","69","52544","0.718201162","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","52.544","-1.200377928","0.510399862","1",".","52.544","0.0094076986","1"
"248","3","1","12","13","8261","0.718201162","2","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","8.261","-1.200377928","0.510399862","1",".","8.261","0.0094076986","1"
"249","3","2","46","39","45311","0.718201162","3",".","3","1","4","RACL/ETHNIC COHORT /SCRNR 79","45.311",".","1.3445155243",".","0","45.311","1.0313583431","0"
"250","3","2",".",".",".","-1.600838954","2","2",".","3","5","RACL/ETHNIC COHORT /SCRNR 79",".","-1.200377928","-0.3237158","1",".",".","-1.041644227","1"
"251","3","1",".",".",".","0.718201162","2","1",".","4","3","RACL/ETHNIC COHORT /SCRNR 79",".","0.8329071367","-1.157831463","1",".",".","0.1310922787","1"
"252","3","2",".",".",".","0.718201162","1","2",".","4","2","RACL/ETHNIC COHORT /SCRNR 79",".","-1.200377928","-1.157831463","-1",".",".","-0.54666941","-1"
"253","3","1","17","22","34745","-0.827825582","1","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","34.745","-1.200377928","-0.3237158","-1",".","34.745","-0.783973103","-1"
"254","3","2","98","94","94821","-1.600838954","0",".","1","4","4","RACL/ETHNIC COHORT /SCRNR 79","94.821",".","-1.157831463",".","1","94.821","-1.379335208","1"
"255","3","2","52","42","46148","0.718201162","2","2",".","3","3","RACL/ETHNIC COHORT /SCRNR 79","46.148","-1.200377928","-0.3237158","1",".","46.148","-0.268630856","1"
"256","3","2","48","51","56308","-1.600838954","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","56.308","-1.200377928","-1.157831463","-1",".","56.308","-1.319682781","-1"
"257","3","1","49","40","58214","-0.827825582","3",".","3","4","4","RACL/ETHNIC COHORT /SCRNR 79","58.214",".","-1.157831463",".","0","58.214","-0.992828522","0"
"258","3","2","98","81","76189","0.718201162","5",".","0","2","3","RACL/ETHNIC COHORT /SCRNR 79","76.189",".","0.510399862","0",".","76.189","0.614300512","0"
"259","3","1","66","69","56348","-0.05481221","1","2",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","56.348","-1.200377928","0.510399862","-1",".","56.348","-0.248263425","-1"
"260","3","1","89","88","83227","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","83.227","-1.200377928","0.510399862","-1",".","83.227","0.0094076986","-1"
"261","3","1","75","70","73360","0.718201162","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","73.36","-1.200377928","-0.3237158","-1",".","73.36","-0.268630856","-1"
"262","3","2","47","45","33669",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","33.669",".",".",".",".","33.669",".","."
"263","3","1","29","41","49339",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.339",".",".",".",".","49.339",".","."
"264","3","2","91","87","93397",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","93.397",".",".",".",".","93.397",".","."
"265","3","2","93","95","96501",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","96.501",".",".",".",".","96.501",".","."
"266","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"267","3","1","14","25","23365",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","23.365",".",".",".",".","23.365",".","."
"268","3","1","58","54","49643","-1.600838954","1","2",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","49.643","-1.200377928","-1.157831463","-1",".","49.643","-1.319682781","-1"
"269","3","1","74","87","83698","0.718201162","2","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","83.698","0.8329071367","0.510399862","1",".","83.698","0.6871693869","1"
"270","3","1","63","72","77208",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","77.208",".",".",".",".","77.208",".","."
"271","3","2","39","39","53793",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","53.793",".",".",".",".","53.793",".","."
"272","3","2","95","89","94116","0.718201162","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","94.116","-1.200377928","-0.3237158","-1",".","94.116","-0.268630856","-1"
"273","3","1","76","70","64372","-0.05481221","3",".","4",".",".","RACL/ETHNIC COHORT /SCRNR 79","64.372",".",".",".","0","64.372","-0.05481221","0"
"274","3","1","87","84","88343","0.718201162","2","1",".","4","5","RACL/ETHNIC COHORT /SCRNR 79","88.343","0.8329071367","-1.157831463","1",".","88.343","0.1310922787","1"
"275","3","2","53","62","72963","0.718201162","2","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","72.963","0.8329071367","0.510399862","1",".","72.963","0.6871693869","1"
"276","3","2","44","44","48015",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","48.015",".",".",".",".","48.015",".","."
"277","3","1","31","33","32567","-1.600838954","1","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","32.567","-1.200377928","-1.157831463","-1",".","32.567","-1.319682781","-1"
"278","3","2","48","44","51427",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","51.427",".",".",".",".","51.427",".","."
"279","3","1","46","51","59272","0.718201162","2","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","59.272","0.8329071367","0.510399862","1",".","59.272","0.6871693869","1"
"280","3","2","81","89","89706",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","89.706",".",".",".",".","89.706",".","."
"281","3","1","83","81","72769","0.718201162","2","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","72.769","0.8329071367","1.3445155243","1",".","72.769","0.965207941","1"
"282","3","2","77","79","85400","-0.827825582","3",".","1","3","3","RACL/ETHNIC COHORT /SCRNR 79","85.4",".","-0.3237158",".","1","85.4","-0.575770691","1"
"283","1","1","26","22","15136","-0.05481221","1","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","15.136","-1.200377928","-1.157831463","-1",".","15.136","-0.804340534","-1"
"284","1","1","42","44","44708","-1.600838954","2","1",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","44.708","0.8329071367","0.510399862","1",".","44.708","-0.085843985","1"
"285","1","2","18","13","15448","-1.600838954","1","2",".","4","4","RACL/ETHNIC COHORT /SCRNR 79","15.448","-1.200377928","-1.157831463","-1",".","15.448","-1.319682781","-1"
"286","1","2","43","51","62147","0.718201162","1","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","62.147","-1.200377928","0.510399862","-1",".","62.147","0.0094076986","-1"
"287","3","2","42","31","22699","-0.827825582","1","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","22.699","-1.200377928","-1.157831463","-1",".","22.699","-1.062011658","-1"
"288","3","2","19","14","15312","-1.600838954","1","2",".","5","3","RACL/ETHNIC COHORT /SCRNR 79","15.312","-1.200377928","-1.991947125","-1",".","15.312","-1.597721336","-1"
"289","3","2","24","23","28861","-0.827825582","1","2",".","3","4","RACL/ETHNIC COHORT /SCRNR 79","28.861","-1.200377928","-0.3237158","-1",".","28.861","-0.783973103","-1"
"290","1","2","8","8","11136","0.718201162","1","2",".","4","3","RACL/ETHNIC COHORT /SCRNR 79","11.136","-1.200377928","-1.157831463","-1",".","11.136","-0.54666941","-1"
"291","2","1","35","48","42445","0.718201162","3",".","2","3","4","RACL/ETHNIC COHORT /SCRNR 79","42.445",".","-0.3237158",".","-1","42.445","0.1972426808","-1"
"292","3","2","96","89","92223","0.718201162","2","2",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","92.223","-1.200377928","0.510399862","1",".","92.223","0.0094076986","1"
